"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"145",0.346666666666667,0.00333333333333333,0.025,0.331666666666667,0.293333333333333
"146",0.295,0,0.025,0.546666666666667,0.133333333333333
"147",0.401666666666667,0.0216666666666667,0.165,0.131666666666667,0.28
"148",0.295,0,0.02,0.671666666666667,0.0133333333333333
"149",0,0,0.00333333333333333,0,0.996666666666667
"150",0.198333333333333,0.005,0.00333333333333333,0.00666666666666667,0.786666666666667
"151",0.218333333333333,0.01,0.188333333333333,0.0466666666666667,0.536666666666667
"152",0.0433333333333333,0.00333333333333333,0.373333333333333,0.005,0.575
"153",0.436666666666667,0,0,0.101666666666667,0.461666666666667
"154",0.00833333333333333,0,0.0366666666666667,0.55,0.405
"155",0.666666666666667,0,0,0.00666666666666667,0.326666666666667
"156",0.803333333333333,0,0,0.0766666666666667,0.12
"157",0.225,0,0.00333333333333333,0.706666666666667,0.065
"158",0,0,0.0166666666666667,0.00166666666666667,0.981666666666667
"159",0.221666666666667,0,0.02,0.195,0.563333333333333
"160",0.675,0,0.005,0.136666666666667,0.183333333333333
"161",0.521666666666667,0,0.005,0.216666666666667,0.256666666666667
"162",0.578333333333333,0.00166666666666667,0.00833333333333333,0.19,0.221666666666667
"163",0.00166666666666667,0.01,0.00833333333333333,0,0.98
"164",0.991666666666667,0,0,0.005,0.00333333333333333
"165",0.23,0,0.045,0.491666666666667,0.233333333333333
"166",0.936666666666667,0,0,0,0.0633333333333333
"167",0.88,0,0.00166666666666667,0.0366666666666667,0.0816666666666667
"168",0.87,0,0.00166666666666667,0.106666666666667,0.0216666666666667
"169",0.455,0,0.00333333333333333,0.506666666666667,0.035
"170",0.721666666666667,0,0,0.0233333333333333,0.255
"171",0,0,0.0783333333333333,0,0.921666666666667
"172",0.535,0,0.00333333333333333,0.301666666666667,0.16
"173",0.558333333333333,0,0.0133333333333333,0.36,0.0683333333333333
"174",0.253333333333333,0.00166666666666667,0.0216666666666667,0.516666666666667,0.206666666666667
"175",0.418333333333333,0.0933333333333333,0.00166666666666667,0.471666666666667,0.015
"176",0.366666666666667,0,0.00666666666666667,0,0.626666666666667
"177",0.368333333333333,0,0.0333333333333333,0.321666666666667,0.276666666666667
"178",0.721666666666667,0,0.0316666666666667,0.173333333333333,0.0733333333333333
"179",0.865,0.00333333333333333,0.00166666666666667,0.0466666666666667,0.0833333333333333
"180",0.0333333333333333,0.00333333333333333,0.0716666666666667,0.14,0.751666666666667
"181",0,0.00333333333333333,0.0233333333333333,0.00166666666666667,0.971666666666667
"182",0.761666666666667,0.00166666666666667,0.005,0.035,0.196666666666667
"183",0.366666666666667,0,0.01,0.171666666666667,0.451666666666667
"184",0.0783333333333333,0,0.123333333333333,0.143333333333333,0.655
"185",0.538333333333333,0.00166666666666667,0.005,0.305,0.15
"186",0.241666666666667,0,0.01,0.516666666666667,0.231666666666667
"187",0,0,0.00166666666666667,0,0.998333333333333
"188",0.451666666666667,0,0.0133333333333333,0.395,0.14
"189",0.521666666666667,0,0.005,0.0533333333333333,0.42
"190",0.888333333333333,0,0,0.0266666666666667,0.085
"191",0.471666666666667,0.035,0.0316666666666667,0.446666666666667,0.015
"192",0.598333333333333,0,0.0583333333333333,0.186666666666667,0.156666666666667
"193",0.145,0,0.163333333333333,0.258333333333333,0.433333333333333
"194",0.38,0,0.0133333333333333,0.0533333333333333,0.553333333333333
"195",0.783333333333333,0,0.00166666666666667,0.0583333333333333,0.156666666666667
"196",0.726666666666667,0,0,0.0166666666666667,0.256666666666667
"197",0.768333333333333,0,0.005,0.206666666666667,0.02
"198",0.74,0,0.00333333333333333,0.24,0.0166666666666667
"199",0.51,0,0.00333333333333333,0.351666666666667,0.135
"200",0.836666666666667,0,0.00333333333333333,0.0866666666666667,0.0733333333333333
"201",0,0,0.01,0,0.99
"202",0.035,0,0.00166666666666667,0.0466666666666667,0.916666666666667
"203",0.688333333333333,0,0.00166666666666667,0.235,0.075
"204",0.825,0,0.005,0.025,0.145
"205",0.148333333333333,0,0.165,0.548333333333333,0.138333333333333
"206",0.268333333333333,0,0.005,0.0933333333333333,0.633333333333333
"207",0.46,0,0.00666666666666667,0.228333333333333,0.305
"208",0.26,0,0.0716666666666667,0.613333333333333,0.055
"209",0.455,0,0.0166666666666667,0.301666666666667,0.226666666666667
"210",0.588333333333333,0.005,0.005,0.361666666666667,0.04
"211",0,0.00166666666666667,0.0533333333333333,0,0.945
"212",0.136666666666667,0,0.02,0.716666666666667,0.126666666666667
"213",0.718333333333333,0,0.00166666666666667,0.266666666666667,0.0133333333333333
"214",0.866666666666667,0,0.00333333333333333,0.0216666666666667,0.108333333333333
"215",0,0.00166666666666667,0.00166666666666667,0,0.996666666666667
"216",0.731666666666667,0,0.005,0.0466666666666667,0.216666666666667
"217",0.936666666666667,0.00166666666666667,0.0133333333333333,0.015,0.0333333333333333
"218",0.21,0,0.106666666666667,0.0433333333333333,0.64
"219",0.588333333333333,0.00666666666666667,0.04,0.0483333333333333,0.316666666666667
"220",0.408333333333333,0,0.00166666666666667,0.55,0.04
"221",0.0283333333333333,0,0.0183333333333333,0.395,0.558333333333333
"222",0,0.0233333333333333,0.0766666666666667,0,0.9
"223",0.196666666666667,0.0233333333333333,0.00833333333333333,0.00333333333333333,0.768333333333333
"224",0.826666666666667,0.00333333333333333,0,0.16,0.01
"225",0.126666666666667,0.00166666666666667,0.121666666666667,0.663333333333333,0.0866666666666667
"226",0.683333333333333,0,0.005,0.145,0.166666666666667
"227",0.0183333333333333,0,0.141666666666667,0.00333333333333333,0.836666666666667
"228",0.00166666666666667,0.015,0.00333333333333333,0,0.98
"229",0.878333333333333,0,0,0.0616666666666667,0.06
"230",0.00166666666666667,0,0.035,0,0.963333333333333
"231",0.988333333333333,0,0,0.0116666666666667,0
"232",0.876666666666667,0,0,0.0416666666666667,0.0816666666666667
"233",0.00333333333333333,0,0.015,0,0.981666666666667
"234",0.113333333333333,0,0.168333333333333,0.495,0.223333333333333
"235",0.335,0.00333333333333333,0.00666666666666667,0.601666666666667,0.0533333333333333
"236",0.823333333333333,0,0,0,0.176666666666667
"237",0.453333333333333,0,0,0.455,0.0916666666666667
"238",0.00166666666666667,0.00166666666666667,0.0783333333333333,0.04,0.878333333333333
"239",0.913333333333333,0,0,0.0766666666666667,0.01
"240",0.883333333333333,0.00166666666666667,0.0233333333333333,0.015,0.0766666666666667
"241",0.935,0,0.00166666666666667,0.0366666666666667,0.0266666666666667
"242",0.243333333333333,0,0.00666666666666667,0.678333333333333,0.0716666666666667
"243",0.966666666666667,0,0.00333333333333333,0.00166666666666667,0.0283333333333333
"244",0.475,0,0.0133333333333333,0.228333333333333,0.283333333333333
"245",0.435,0,0.035,0.106666666666667,0.423333333333333
"246",0.406666666666667,0,0.015,0.485,0.0933333333333333
"247",0.228333333333333,0,0.00166666666666667,0.0483333333333333,0.721666666666667
"248",0.463333333333333,0,0.0183333333333333,0.106666666666667,0.411666666666667
"249",0.163333333333333,0,0.015,0.741666666666667,0.08
"250",0.966666666666667,0,0,0.00166666666666667,0.0316666666666667
"251",0,0.00333333333333333,0.00833333333333333,0.843333333333333,0.145
"252",0.29,0,0.025,0.425,0.26
"253",0,0,0.00333333333333333,0,0.996666666666667
"254",0.27,0,0.0783333333333333,0.546666666666667,0.105
"255",0,0,0.00666666666666667,0,0.993333333333333
"256",0.638333333333333,0,0.00833333333333333,0.161666666666667,0.191666666666667
"257",0.291666666666667,0.00666666666666667,0.0466666666666667,0.123333333333333,0.531666666666667
"258",0.431666666666667,0,0,0.00166666666666667,0.566666666666667
"259",0.143333333333333,0,0.02,0.693333333333333,0.143333333333333
"260",0.988333333333333,0,0,0.00666666666666667,0.005
"261",0.8,0,0,0.0683333333333333,0.131666666666667
"262",0.89,0,0.00333333333333333,0.035,0.0716666666666667
"263",0.883333333333333,0,0,0.0966666666666667,0.02
"264",0.471666666666667,0,0.015,0.273333333333333,0.24
"265",0.518333333333333,0,0.0116666666666667,0.435,0.035
"266",0.523333333333333,0.0516666666666667,0.0533333333333333,0.176666666666667,0.195
"267",0.00833333333333333,0.01,0.0666666666666667,0.00666666666666667,0.908333333333333
"268",0,0.00166666666666667,0.065,0,0.933333333333333
"269",0,0.00666666666666667,0.0116666666666667,0,0.981666666666667
"270",0.85,0,0.00166666666666667,0.1,0.0483333333333333
"271",0.0116666666666667,0.00833333333333333,0.035,0.005,0.94
"272",0.105,0.065,0.443333333333333,0.0133333333333333,0.373333333333333
"273",0.0283333333333333,0.0133333333333333,0.0533333333333333,0.415,0.49
"274",0.261666666666667,0.035,0.161666666666667,0.111666666666667,0.43
"275",0.223333333333333,0.0116666666666667,0.238333333333333,0.121666666666667,0.405
"276",0.00166666666666667,0,0.00833333333333333,0,0.99
"277",0,0.01,0.02,0.00166666666666667,0.968333333333333
"278",0.131666666666667,0.005,0.121666666666667,0.0316666666666667,0.71
"279",0.568333333333333,0,0.01,0.0683333333333333,0.353333333333333
"280",0.0733333333333333,0.0333333333333333,0.035,0.131666666666667,0.726666666666667
"281",0.558333333333333,0,0.08,0.265,0.0966666666666667
"282",0.248333333333333,0,0.0366666666666667,0.451666666666667,0.263333333333333
"283",0.00166666666666667,0,0.00666666666666667,0,0.991666666666667
"284",0.778333333333333,0,0,0.00666666666666667,0.215
"285",0.0666666666666667,0,0.00833333333333333,0.78,0.145
"286",0.433333333333333,0,0.065,0.201666666666667,0.3
"287",0.00333333333333333,0.00833333333333333,0.0466666666666667,0,0.941666666666667
"288",0,0,0.00333333333333333,0,0.996666666666667
"289",0.748333333333333,0,0.01,0.196666666666667,0.045
"290",0.375,0,0.005,0.551666666666667,0.0683333333333333
"291",0.925,0,0.00833333333333333,0.00666666666666667,0.06
"292",0.998333333333333,0,0,0.00166666666666667,0
"293",0.753333333333333,0,0.00166666666666667,0.0533333333333333,0.191666666666667
"294",0.0316666666666667,0.00333333333333333,0.08,0.116666666666667,0.768333333333333
"295",0.235,0.00166666666666667,0.00666666666666667,0.67,0.0866666666666667
"296",0.00166666666666667,0.00333333333333333,0.00833333333333333,0,0.986666666666667
"297",0.488333333333333,0,0.015,0.446666666666667,0.05
"298",0.065,0.0266666666666667,0.283333333333333,0.0466666666666667,0.578333333333333
"299",0.84,0,0.00166666666666667,0.0983333333333333,0.06
"300",0.226666666666667,0,0.00333333333333333,0.278333333333333,0.491666666666667
"301",0.526666666666667,0,0.00666666666666667,0.461666666666667,0.005
"302",0.863333333333333,0,0,0,0.136666666666667
"303",0.985,0,0,0.005,0.01
"304",0.61,0,0.0433333333333333,0.216666666666667,0.13
"305",0.005,0.00166666666666667,0.435,0.0283333333333333,0.53
"306",0.328333333333333,0,0.103333333333333,0.531666666666667,0.0366666666666667
"307",0.99,0,0,0.00333333333333333,0.00666666666666667
"308",0.201666666666667,0.005,0.00333333333333333,0.125,0.665
"309",0.865,0,0,0.0666666666666667,0.0683333333333333
"310",0.0133333333333333,0.00833333333333333,0.00166666666666667,0,0.976666666666667
"311",0.233333333333333,0.00833333333333333,0.015,0.335,0.408333333333333
"312",0.9,0,0.00333333333333333,0.00666666666666667,0.09
"313",0.0183333333333333,0.0116666666666667,0.173333333333333,0.00166666666666667,0.795
"314",0.24,0,0.055,0.48,0.225
"315",0.00333333333333333,0,0.00166666666666667,0,0.995
"316",0.475,0,0.005,0.486666666666667,0.0333333333333333
"317",0.515,0,0.0233333333333333,0.451666666666667,0.01
"318",0.978333333333333,0,0,0.015,0.00666666666666667
"319",0,0,0.00166666666666667,0.04,0.958333333333333
"320",0.493333333333333,0,0.0216666666666667,0.441666666666667,0.0433333333333333
"321",0.513333333333333,0,0.005,0.0983333333333333,0.383333333333333
"322",0,0,0.00166666666666667,0,0.998333333333333
"323",0,0.00166666666666667,0.00333333333333333,0,0.995
"324",0.85,0.00166666666666667,0,0.005,0.143333333333333
"325",0.913333333333333,0,0,0.0133333333333333,0.0733333333333333
"326",0.99,0,0,0.00166666666666667,0.00833333333333333
"327",0.816666666666667,0,0,0.035,0.148333333333333
"328",0.453333333333333,0,0.005,0.431666666666667,0.11
"329",0.781666666666667,0,0.00166666666666667,0.175,0.0416666666666667
"330",0.03,0,0.0233333333333333,0.208333333333333,0.738333333333333
"331",0.205,0,0.298333333333333,0.4,0.0966666666666667
"332",0,0,0.0133333333333333,0,0.986666666666667
"333",1,0,0,0,0
"334",0.465,0,0,0.01,0.525
"335",0.00166666666666667,0.146666666666667,0.0566666666666667,0.00166666666666667,0.793333333333333
"336",0.94,0,0,0.00166666666666667,0.0583333333333333
"337",0.005,0.00166666666666667,0.818333333333333,0.005,0.17
"338",0.43,0.00333333333333333,0.005,0.295,0.266666666666667
"339",0.0266666666666667,0.03,0.395,0.115,0.433333333333333
"340",0.665,0.00333333333333333,0.0283333333333333,0.266666666666667,0.0366666666666667
"341",0.258333333333333,0,0.121666666666667,0.0333333333333333,0.586666666666667
"342",0.798333333333333,0,0,0.0216666666666667,0.18
"343",0.02,0.00166666666666667,0.586666666666667,0.0616666666666667,0.33
"344",0.711666666666667,0,0,0.183333333333333,0.105
"345",0.87,0,0,0.0416666666666667,0.0883333333333333
"346",0.418333333333333,0.00166666666666667,0.08,0.305,0.195
"347",0.196666666666667,0,0.0183333333333333,0.726666666666667,0.0583333333333333
"348",0.0516666666666667,0.02,0.126666666666667,0,0.801666666666667
"349",0.11,0.00166666666666667,0.0866666666666667,0.76,0.0416666666666667
"350",0.51,0.01,0.115,0.143333333333333,0.221666666666667
"351",0.801666666666667,0,0.00333333333333333,0.11,0.085
"352",0,0.005,0.025,0,0.97
"353",0.37,0,0.0233333333333333,0.561666666666667,0.045
"354",0.648333333333333,0,0.00666666666666667,0.0266666666666667,0.318333333333333
"355",0.616666666666667,0,0.00333333333333333,0.323333333333333,0.0566666666666667
"356",0,0.17,0.403333333333333,0,0.426666666666667
"357",0.545,0,0.005,0.02,0.43
"358",0.466666666666667,0,0.00333333333333333,0.035,0.495
"359",0.115,0.015,0.0166666666666667,0,0.853333333333333
"360",0.636666666666667,0,0.00666666666666667,0.0216666666666667,0.335
"361",0.931666666666667,0,0,0,0.0683333333333333
"362",0.0266666666666667,0.035,0.0566666666666667,0.355,0.526666666666667
"363",0.246666666666667,0.00333333333333333,0.0283333333333333,0.458333333333333,0.263333333333333
"364",0.821666666666667,0.00166666666666667,0,0.0133333333333333,0.163333333333333
"365",0.693333333333333,0,0.0116666666666667,0.0316666666666667,0.263333333333333
"366",0,0.0166666666666667,0.596666666666667,0.00333333333333333,0.383333333333333
"367",0.521666666666667,0.005,0.00333333333333333,0.0233333333333333,0.446666666666667
"368",0.0333333333333333,0.0283333333333333,0.565,0.0933333333333333,0.28
"369",0,0,0.005,0,0.995
"370",0.306666666666667,0,0.00666666666666667,0.0683333333333333,0.618333333333333
"371",0.745,0,0.0133333333333333,0.105,0.136666666666667
"372",0.88,0,0.00666666666666667,0.02,0.0933333333333333
"373",0.998333333333333,0,0,0.00166666666666667,0
"374",0.26,0,0.0966666666666667,0.383333333333333,0.26
"375",0,0.00166666666666667,0.0316666666666667,0,0.966666666666667
"376",0.281666666666667,0.00833333333333333,0.0116666666666667,0.661666666666667,0.0366666666666667
"377",0.575,0,0.0433333333333333,0.0883333333333333,0.293333333333333
"378",0.76,0,0.00666666666666667,0.228333333333333,0.005
"379",0.62,0,0.00833333333333333,0.101666666666667,0.27
"380",0.0633333333333333,0.055,0.01,0.00666666666666667,0.865
"381",0.921666666666667,0,0.00833333333333333,0.0116666666666667,0.0583333333333333
"382",0,0.0133333333333333,0.055,0.005,0.926666666666667
"383",0,0.07,0.0783333333333333,0,0.851666666666667
"384",0.00166666666666667,0.00333333333333333,0.388333333333333,0.0233333333333333,0.583333333333333
"385",0.551666666666667,0,0.00666666666666667,0.376666666666667,0.065
"386",0.0366666666666667,0,0.0166666666666667,0.661666666666667,0.285
"387",0.00166666666666667,0.00166666666666667,0.0166666666666667,0,0.98
"388",0.705,0,0.005,0.178333333333333,0.111666666666667
"389",0.968333333333333,0,0,0.00333333333333333,0.0283333333333333
"390",1,0,0,0,0
"391",0.05,0,0.128333333333333,0.528333333333333,0.293333333333333
"392",0,0,0.01,0.00166666666666667,0.988333333333333
"393",0.998333333333333,0,0,0,0.00166666666666667
"394",0,0.00333333333333333,0.0166666666666667,0,0.98
"395",0.108333333333333,0,0.00166666666666667,0.52,0.37
"396",0.133333333333333,0,0.0683333333333333,0.703333333333333,0.095
"397",0.055,0.00333333333333333,0.176666666666667,0.446666666666667,0.318333333333333
"398",0.663333333333333,0.005,0.01,0,0.321666666666667
"399",0.675,0,0.00166666666666667,0.251666666666667,0.0716666666666667
"400",0.845,0.01,0.0166666666666667,0.0383333333333333,0.09
"401",0.746666666666667,0,0.00333333333333333,0.135,0.115
"402",0.666666666666667,0,0.00166666666666667,0.22,0.111666666666667
"403",0.653333333333333,0,0.005,0.34,0.00166666666666667
"404",0.00166666666666667,0.0233333333333333,0.0183333333333333,0,0.956666666666667
"405",0.165,0,0.01,0.00833333333333333,0.816666666666667
"406",0.183333333333333,0.00166666666666667,0.0233333333333333,0.581666666666667,0.21
"407",0.603333333333333,0,0,0,0.396666666666667
"408",0.095,0,0.0383333333333333,0.696666666666667,0.17
"409",0.958333333333333,0,0,0.015,0.0266666666666667
"410",0.00166666666666667,0.00666666666666667,0.0316666666666667,0.005,0.955
"411",0.045,0,0.0933333333333333,0.76,0.101666666666667
"412",0.956666666666667,0,0,0.00333333333333333,0.04
"413",0.705,0,0,0.208333333333333,0.0866666666666667
"414",0.998333333333333,0,0,0.00166666666666667,0
"415",0.258333333333333,0,0.0783333333333333,0.398333333333333,0.265
"416",0.993333333333333,0,0,0,0.00666666666666667
"417",0.545,0,0.015,0.271666666666667,0.168333333333333
"418",0.173333333333333,0,0.0566666666666667,0.266666666666667,0.503333333333333
"419",0.98,0,0,0.00666666666666667,0.0133333333333333
"420",0.928333333333333,0,0.00166666666666667,0.0533333333333333,0.0166666666666667
"421",0.885,0,0.00166666666666667,0.05,0.0633333333333333
"422",0,0.005,0.0166666666666667,0,0.978333333333333
"423",0,0.191666666666667,0.13,0,0.678333333333333
"424",0.988333333333333,0,0,0.00833333333333333,0.00333333333333333
"425",0.456666666666667,0.00166666666666667,0.0166666666666667,0.0333333333333333,0.491666666666667
"426",0.0116666666666667,0.035,0.41,0.035,0.508333333333333
"427",0.796666666666667,0,0.00166666666666667,0.0416666666666667,0.16
"428",0.0133333333333333,0.005,0.36,0.00166666666666667,0.62
"429",0.0483333333333333,0,0,0.035,0.916666666666667
"430",0,0,0.00333333333333333,0,0.996666666666667
"431",0.581666666666667,0,0.00166666666666667,0.121666666666667,0.295
